technician_id,name,experience_years,shift_type
T17158,Tech_T17158,4,Mixed
T17159,Tech_T17159,4,Evening
T17160,Tech_T17160,9,Day
T17161,Tech_T17161,8,Mixed
T17162,Tech_T17162,5,Day
T17163,Tech_T17163,1,Day
T17164,Tech_T17164,4,Mixed
T17165,Tech_T17165,1,Mixed
T17166,Tech_T17166,6,Mixed
T17167,Tech_T17167,7,Evening
T17168,Tech_T17168,2,Day
T17169,Tech_T17169,2,Day
T17170,Tech_T17170,1,Mixed
T17171,Tech_T17171,4,Day
T17172,Tech_T17172,1,Mixed
T17173,Tech_T17173,10,Mixed
T17174,Tech_T17174,1,Day
T17175,Tech_T17175,2,Evening
T17176,Tech_T17176,10,Day
T17177,Tech_T17177,3,Mixed
T17178,Tech_T17178,7,Mixed
T17179,Tech_T17179,5,Evening
T17180,Tech_T17180,10,Evening
T17181,Tech_T17181,2,Evening
T17182,Tech_T17182,1,Mixed
T17183,Tech_T17183,2,Evening
T17184,Tech_T17184,2,Evening
T17185,Tech_T17185,4,Day
T17186,Tech_T17186,8,Mixed
T17187,Tech_T17187,8,Mixed
T17188,Tech_T17188,7,Mixed
T17189,Tech_T17189,5,Evening
T17190,Tech_T17190,6,Mixed
T17191,Tech_T17191,10,Evening
T17192,Tech_T17192,7,Day
T17193,Tech_T17193,5,Evening
T17194,Tech_T17194,6,Day
T17195,Tech_T17195,1,Day
T17196,Tech_T17196,6,Day
T17197,Tech_T17197,7,Mixed
T17198,Tech_T17198,3,Evening
T17199,Tech_T17199,2,Day
T17200,Tech_T17200,6,Evening
T17201,Tech_T17201,8,Day
T17202,Tech_T17202,8,Evening
T17203,Tech_T17203,3,Evening
T17204,Tech_T17204,6,Evening
T17205,Tech_T17205,8,Day
T17206,Tech_T17206,4,Evening
T17207,Tech_T17207,4,Day
T17208,Tech_T17208,2,Day
T17209,Tech_T17209,8,Evening
T17210,Tech_T17210,4,Day
T17211,Tech_T17211,2,Day
T17212,Tech_T17212,8,Evening
T17213,Tech_T17213,10,Mixed
T17214,Tech_T17214,8,Evening
T17215,Tech_T17215,2,Day
T17216,Tech_T17216,10,Day
T17217,Tech_T17217,3,Day
T17218,Tech_T17218,5,Evening
T17219,Tech_T17219,4,Day
T17220,Tech_T17220,1,Day
T17221,Tech_T17221,2,Evening
T17222,Tech_T17222,6,Evening
T17223,Tech_T17223,10,Day
T17224,Tech_T17224,10,Evening
T17225,Tech_T17225,6,Evening
T17226,Tech_T17226,3,Mixed
T17227,Tech_T17227,5,Evening
T17228,Tech_T17228,5,Day
T17229,Tech_T17229,9,Mixed
T17230,Tech_T17230,1,Day
T17231,Tech_T17231,9,Mixed
T17232,Tech_T17232,8,Day
T17233,Tech_T17233,7,Day
T17234,Tech_T17234,3,Day
T17235,Tech_T17235,8,Mixed
T17236,Tech_T17236,7,Mixed
T17237,Tech_T17237,5,Mixed
T17238,Tech_T17238,3,Mixed
T17239,Tech_T17239,10,Mixed
T17240,Tech_T17240,8,Evening
T17241,Tech_T17241,9,Evening
T17242,Tech_T17242,2,Evening
T17243,Tech_T17243,9,Mixed
T17244,Tech_T17244,5,Day
T17245,Tech_T17245,7,Day
T17246,Tech_T17246,5,Mixed
T17247,Tech_T17247,8,Evening
T17248,Tech_T17248,4,Evening
T17249,Tech_T17249,2,Evening
T17250,Tech_T17250,9,Mixed
T17251,Tech_T17251,4,Evening
T17252,Tech_T17252,6,Mixed
T17253,Tech_T17253,4,Mixed
T17254,Tech_T17254,7,Day
T17255,Tech_T17255,1,Evening
T17256,Tech_T17256,3,Day
T17257,Tech_T17257,6,Day
T17258,Tech_T17258,2,Mixed
T17259,Tech_T17259,1,Day
T17260,Tech_T17260,3,Evening
T17261,Tech_T17261,7,Day
T17262,Tech_T17262,9,Evening
T17263,Tech_T17263,6,Day
T17264,Tech_T17264,6,Mixed
T17265,Tech_T17265,10,Day
T17266,Tech_T17266,4,Mixed
T17267,Tech_T17267,3,Mixed
T17268,Tech_T17268,10,Evening
T17269,Tech_T17269,4,Day
T17270,Tech_T17270,3,Mixed
T17271,Tech_T17271,7,Evening
T17272,Tech_T17272,9,Mixed
T17273,Tech_T17273,6,Evening
T17274,Tech_T17274,10,Day
T17275,Tech_T17275,6,Mixed
T17276,Tech_T17276,8,Evening
T17277,Tech_T17277,5,Mixed
T17278,Tech_T17278,8,Mixed
T17279,Tech_T17279,6,Day
T17280,Tech_T17280,3,Day
T17281,Tech_T17281,2,Day
T17282,Tech_T17282,7,Mixed
T17283,Tech_T17283,9,Evening
T17284,Tech_T17284,7,Evening
T17285,Tech_T17285,10,Mixed
T17286,Tech_T17286,5,Day
T17287,Tech_T17287,5,Mixed
T17288,Tech_T17288,2,Day
T17289,Tech_T17289,3,Day
T17290,Tech_T17290,9,Mixed
T17291,Tech_T17291,9,Day
T17292,Tech_T17292,1,Day
T17293,Tech_T17293,1,Evening
T17294,Tech_T17294,8,Day
T17295,Tech_T17295,9,Evening
T17296,Tech_T17296,8,Mixed
T17297,Tech_T17297,5,Evening
T17298,Tech_T17298,7,Mixed
T17299,Tech_T17299,8,Day
T17300,Tech_T17300,6,Day
T17301,Tech_T17301,1,Day
T17302,Tech_T17302,9,Mixed
T17303,Tech_T17303,2,Mixed
T17304,Tech_T17304,7,Evening
T17305,Tech_T17305,3,Mixed
T17306,Tech_T17306,9,Day
T17307,Tech_T17307,4,Day
T17308,Tech_T17308,10,Day
T17309,Tech_T17309,8,Mixed
T17310,Tech_T17310,4,Mixed
T17311,Tech_T17311,3,Mixed
T17312,Tech_T17312,3,Evening
T17313,Tech_T17313,8,Evening
T17314,Tech_T17314,9,Mixed
T17315,Tech_T17315,3,Mixed
T17316,Tech_T17316,5,Evening
T17317,Tech_T17317,3,Evening
T17318,Tech_T17318,5,Evening
T17319,Tech_T17319,9,Day
T17320,Tech_T17320,10,Day
T17321,Tech_T17321,2,Mixed
T17322,Tech_T17322,5,Mixed
T17323,Tech_T17323,7,Evening
T17324,Tech_T17324,9,Evening
T17325,Tech_T17325,8,Day
T17326,Tech_T17326,7,Day
T17327,Tech_T17327,4,Mixed
T17328,Tech_T17328,1,Day
T17329,Tech_T17329,10,Mixed
T17330,Tech_T17330,3,Mixed
T17331,Tech_T17331,3,Mixed
T17332,Tech_T17332,5,Evening
T17333,Tech_T17333,6,Mixed
T17334,Tech_T17334,8,Mixed
T17335,Tech_T17335,4,Mixed
T17336,Tech_T17336,1,Mixed
T17337,Tech_T17337,3,Day
T17338,Tech_T17338,1,Evening
T17339,Tech_T17339,2,Day
T17340,Tech_T17340,9,Mixed
T17341,Tech_T17341,1,Evening
T17342,Tech_T17342,1,Evening
T17343,Tech_T17343,4,Mixed
T17344,Tech_T17344,5,Mixed
T17345,Tech_T17345,3,Evening
T17346,Tech_T17346,8,Mixed
T17347,Tech_T17347,7,Day
T17348,Tech_T17348,5,Evening
T17349,Tech_T17349,1,Mixed
T17350,Tech_T17350,3,Evening
T17351,Tech_T17351,5,Evening
T17352,Tech_T17352,4,Day
T17353,Tech_T17353,2,Day
T17354,Tech_T17354,4,Day
T17355,Tech_T17355,2,Mixed
T17356,Tech_T17356,10,Day
T17357,Tech_T17357,3,Evening
T17358,Tech_T17358,3,Mixed
T17359,Tech_T17359,7,Mixed
T17360,Tech_T17360,9,Evening
T17361,Tech_T17361,5,Day
T17362,Tech_T17362,10,Evening
T17363,Tech_T17363,10,Mixed
T17364,Tech_T17364,3,Day
T17365,Tech_T17365,6,Evening
T17366,Tech_T17366,8,Mixed
T17367,Tech_T17367,6,Day
T17368,Tech_T17368,8,Day
T17369,Tech_T17369,2,Evening
T17370,Tech_T17370,1,Day
T17371,Tech_T17371,8,Mixed
T17372,Tech_T17372,9,Evening
T17373,Tech_T17373,2,Evening
T17374,Tech_T17374,8,Evening
T17375,Tech_T17375,4,Day
T17376,Tech_T17376,9,Mixed
T17377,Tech_T17377,7,Day
T17378,Tech_T17378,7,Mixed
T17379,Tech_T17379,7,Evening
T17380,Tech_T17380,9,Evening
T17381,Tech_T17381,1,Day
T17382,Tech_T17382,2,Evening
T17383,Tech_T17383,9,Mixed
T17384,Tech_T17384,2,Day
T17385,Tech_T17385,8,Mixed
T17386,Tech_T17386,1,Day
T17387,Tech_T17387,7,Mixed
T17388,Tech_T17388,7,Evening
T17389,Tech_T17389,6,Evening
T17390,Tech_T17390,5,Day
T17391,Tech_T17391,9,Mixed
T17392,Tech_T17392,10,Evening
T17393,Tech_T17393,3,Day
T17394,Tech_T17394,2,Mixed
T17395,Tech_T17395,1,Mixed
T17396,Tech_T17396,2,Evening
T17397,Tech_T17397,1,Evening
T17398,Tech_T17398,3,Day
T17399,Tech_T17399,8,Evening
T17400,Tech_T17400,6,Day
T17401,Tech_T17401,6,Mixed
T17402,Tech_T17402,8,Evening
T17403,Tech_T17403,5,Day
T17404,Tech_T17404,8,Evening
T17405,Tech_T17405,6,Evening
T17406,Tech_T17406,9,Mixed
T17407,Tech_T17407,10,Mixed
T17408,Tech_T17408,10,Mixed
T17409,Tech_T17409,7,Day
T17410,Tech_T17410,10,Evening
T17411,Tech_T17411,7,Mixed
T17412,Tech_T17412,8,Mixed
T17413,Tech_T17413,3,Mixed
T17414,Tech_T17414,1,Mixed
T17415,Tech_T17415,5,Day
T17416,Tech_T17416,7,Mixed
T17417,Tech_T17417,10,Mixed
T17418,Tech_T17418,2,Evening
T17419,Tech_T17419,9,Evening
T17420,Tech_T17420,6,Evening
T17421,Tech_T17421,9,Evening
T17422,Tech_T17422,8,Day
T17423,Tech_T17423,2,Mixed
T17424,Tech_T17424,5,Day
T17425,Tech_T17425,4,Evening
T17426,Tech_T17426,10,Day
T17427,Tech_T17427,9,Evening
T17428,Tech_T17428,2,Day
T17429,Tech_T17429,2,Mixed
T17430,Tech_T17430,9,Day
T17431,Tech_T17431,10,Mixed
T17432,Tech_T17432,9,Day
T17433,Tech_T17433,2,Day
T17434,Tech_T17434,9,Mixed
T17435,Tech_T17435,9,Evening
T17436,Tech_T17436,7,Mixed
T17437,Tech_T17437,1,Evening
T17438,Tech_T17438,9,Day
T17439,Tech_T17439,7,Mixed
T17440,Tech_T17440,7,Evening
T17441,Tech_T17441,2,Day
T17442,Tech_T17442,8,Evening
T17443,Tech_T17443,5,Mixed
T17444,Tech_T17444,9,Evening
T17445,Tech_T17445,8,Evening
T17446,Tech_T17446,5,Evening
T17447,Tech_T17447,9,Evening
T17448,Tech_T17448,3,Mixed
T17449,Tech_T17449,3,Day
T17450,Tech_T17450,3,Mixed
T17451,Tech_T17451,8,Mixed
T17452,Tech_T17452,6,Mixed
T17453,Tech_T17453,10,Evening
T17454,Tech_T17454,8,Evening
T17455,Tech_T17455,6,Evening
T17456,Tech_T17456,9,Day
T17457,Tech_T17457,5,Mixed
T17458,Tech_T17458,3,Evening
T17459,Tech_T17459,2,Evening
T17460,Tech_T17460,5,Mixed
T17461,Tech_T17461,7,Mixed
T17462,Tech_T17462,8,Day
T17463,Tech_T17463,9,Day
T17464,Tech_T17464,10,Mixed
T17465,Tech_T17465,7,Evening
T17466,Tech_T17466,5,Evening
T17467,Tech_T17467,3,Day
T17468,Tech_T17468,5,Evening
T17469,Tech_T17469,4,Evening
T17470,Tech_T17470,5,Day
T17471,Tech_T17471,9,Day
T17472,Tech_T17472,2,Mixed
T17473,Tech_T17473,6,Mixed
T17474,Tech_T17474,5,Day
T17475,Tech_T17475,4,Evening
T17476,Tech_T17476,5,Evening
T17477,Tech_T17477,9,Day
T17478,Tech_T17478,5,Mixed
T17479,Tech_T17479,3,Day
T17480,Tech_T17480,3,Evening
T17481,Tech_T17481,8,Evening
T17482,Tech_T17482,9,Mixed
T17483,Tech_T17483,9,Day
T17484,Tech_T17484,4,Mixed
T17485,Tech_T17485,3,Evening
T17486,Tech_T17486,6,Mixed
T17487,Tech_T17487,3,Evening
T17488,Tech_T17488,8,Day
T17489,Tech_T17489,7,Day
T17490,Tech_T17490,7,Evening
T17491,Tech_T17491,9,Mixed
T17492,Tech_T17492,8,Mixed
T17493,Tech_T17493,7,Mixed
T17494,Tech_T17494,3,Mixed
T17495,Tech_T17495,6,Day
T17496,Tech_T17496,8,Mixed
T17497,Tech_T17497,3,Day
T17498,Tech_T17498,1,Day
T17499,Tech_T17499,5,Day
T17500,Tech_T17500,7,Mixed
T17501,Tech_T17501,1,Mixed
T17502,Tech_T17502,5,Evening
T17503,Tech_T17503,2,Mixed
T17504,Tech_T17504,10,Evening
T17505,Tech_T17505,5,Day
T17506,Tech_T17506,8,Evening
T17507,Tech_T17507,1,Evening
T17508,Tech_T17508,8,Day
T17509,Tech_T17509,3,Evening
T17510,Tech_T17510,7,Evening
T17511,Tech_T17511,5,Mixed
T17512,Tech_T17512,2,Mixed
T17513,Tech_T17513,4,Mixed
T17514,Tech_T17514,1,Day
T17515,Tech_T17515,3,Evening
T17516,Tech_T17516,8,Mixed
T17517,Tech_T17517,4,Evening
T17518,Tech_T17518,3,Evening
T17519,Tech_T17519,10,Day
T17520,Tech_T17520,10,Day
T17521,Tech_T17521,8,Evening
T17522,Tech_T17522,8,Mixed
T17523,Tech_T17523,3,Evening
T17524,Tech_T17524,2,Evening
T17525,Tech_T17525,7,Evening
T17526,Tech_T17526,3,Evening
T17527,Tech_T17527,3,Day
T17528,Tech_T17528,9,Day
T17529,Tech_T17529,9,Mixed
T17530,Tech_T17530,3,Evening
T17531,Tech_T17531,3,Day
T17532,Tech_T17532,6,Day
T17533,Tech_T17533,1,Mixed
T17534,Tech_T17534,4,Day
T17535,Tech_T17535,4,Day
T17536,Tech_T17536,7,Mixed
T17537,Tech_T17537,10,Day
T17538,Tech_T17538,6,Mixed
T17539,Tech_T17539,5,Evening
T17540,Tech_T17540,4,Mixed
T17541,Tech_T17541,3,Day
T17542,Tech_T17542,3,Day
T17543,Tech_T17543,4,Day
T17544,Tech_T17544,5,Evening
T17545,Tech_T17545,10,Evening
T17546,Tech_T17546,3,Day
T17547,Tech_T17547,3,Evening
T17548,Tech_T17548,6,Evening
T17549,Tech_T17549,10,Evening
T17550,Tech_T17550,8,Evening
T17551,Tech_T17551,5,Evening
T17552,Tech_T17552,10,Mixed
T17553,Tech_T17553,5,Evening
T17554,Tech_T17554,3,Mixed
T17555,Tech_T17555,5,Mixed
T17556,Tech_T17556,2,Evening
T17557,Tech_T17557,4,Evening
T17558,Tech_T17558,6,Mixed
T17559,Tech_T17559,3,Mixed
T17560,Tech_T17560,5,Day
T17561,Tech_T17561,7,Mixed
T17562,Tech_T17562,7,Mixed
T17563,Tech_T17563,10,Mixed
T17564,Tech_T17564,9,Mixed
T17565,Tech_T17565,7,Mixed
T17566,Tech_T17566,3,Evening
T17567,Tech_T17567,6,Mixed
T17568,Tech_T17568,3,Evening
T17569,Tech_T17569,3,Mixed
T17570,Tech_T17570,2,Mixed
T17571,Tech_T17571,4,Mixed
T17572,Tech_T17572,10,Day
T17573,Tech_T17573,5,Day
T17574,Tech_T17574,3,Day
T17575,Tech_T17575,4,Mixed
T17576,Tech_T17576,6,Evening
T17577,Tech_T17577,4,Day
T17578,Tech_T17578,6,Day
T17579,Tech_T17579,10,Day
T17580,Tech_T17580,4,Mixed
T17581,Tech_T17581,8,Day
T17582,Tech_T17582,9,Day
T17583,Tech_T17583,5,Day
T17584,Tech_T17584,3,Mixed
T17585,Tech_T17585,3,Evening
T17586,Tech_T17586,5,Day
T17587,Tech_T17587,10,Day
T17588,Tech_T17588,5,Evening
T17589,Tech_T17589,6,Day
T17590,Tech_T17590,7,Mixed
T17591,Tech_T17591,5,Evening
T17592,Tech_T17592,4,Evening
T17593,Tech_T17593,1,Evening
T17594,Tech_T17594,4,Mixed
T17595,Tech_T17595,10,Evening
T17596,Tech_T17596,9,Day
T17597,Tech_T17597,3,Mixed
T17598,Tech_T17598,9,Day
T17599,Tech_T17599,10,Day
T17600,Tech_T17600,1,Mixed
T17601,Tech_T17601,5,Mixed
T17602,Tech_T17602,4,Day
T17603,Tech_T17603,9,Evening
T17604,Tech_T17604,7,Evening
T17605,Tech_T17605,6,Mixed
T17606,Tech_T17606,3,Evening
T17607,Tech_T17607,9,Evening
T17608,Tech_T17608,6,Mixed
T17609,Tech_T17609,9,Evening
T17610,Tech_T17610,3,Mixed
T17611,Tech_T17611,10,Evening
T17612,Tech_T17612,1,Mixed
T17613,Tech_T17613,4,Day
T17614,Tech_T17614,6,Day
T17615,Tech_T17615,6,Evening
T17616,Tech_T17616,3,Day
T17617,Tech_T17617,9,Evening
T17618,Tech_T17618,1,Day
T17619,Tech_T17619,8,Mixed
T17620,Tech_T17620,3,Evening
T17621,Tech_T17621,8,Mixed
T17622,Tech_T17622,8,Day
T17623,Tech_T17623,9,Day
T17624,Tech_T17624,5,Day
T17625,Tech_T17625,3,Mixed
T17626,Tech_T17626,3,Day
T17627,Tech_T17627,6,Evening
T17628,Tech_T17628,3,Mixed
T17629,Tech_T17629,9,Mixed
T17630,Tech_T17630,3,Evening
T17631,Tech_T17631,8,Day
T17632,Tech_T17632,3,Evening
T17633,Tech_T17633,3,Day
T17634,Tech_T17634,5,Mixed
T17635,Tech_T17635,4,Day
T17636,Tech_T17636,6,Day
T17637,Tech_T17637,6,Day
T17638,Tech_T17638,9,Day
T17639,Tech_T17639,3,Mixed
T17640,Tech_T17640,3,Evening
T17641,Tech_T17641,3,Evening
T17642,Tech_T17642,10,Evening
T17643,Tech_T17643,3,Mixed
T17644,Tech_T17644,2,Day
T17645,Tech_T17645,6,Evening
T17646,Tech_T17646,2,Day
T17647,Tech_T17647,5,Evening
T17648,Tech_T17648,2,Day
T17649,Tech_T17649,9,Evening
T17650,Tech_T17650,10,Evening
T17651,Tech_T17651,4,Day
T17652,Tech_T17652,3,Day
T17653,Tech_T17653,2,Mixed
T17654,Tech_T17654,2,Mixed
T17655,Tech_T17655,3,Evening
T17656,Tech_T17656,7,Evening
T17657,Tech_T17657,1,Mixed
T17658,Tech_T17658,4,Day
T17659,Tech_T17659,4,Day
T17660,Tech_T17660,1,Mixed
T17661,Tech_T17661,7,Mixed
T17662,Tech_T17662,2,Day
T17663,Tech_T17663,9,Mixed
T17664,Tech_T17664,7,Day
T17665,Tech_T17665,6,Evening
T17666,Tech_T17666,2,Evening
T17667,Tech_T17667,2,Mixed
T17668,Tech_T17668,3,Evening
T17669,Tech_T17669,6,Evening
T17670,Tech_T17670,10,Day
T17671,Tech_T17671,4,Day
T17672,Tech_T17672,9,Mixed
T17673,Tech_T17673,2,Evening
T17674,Tech_T17674,8,Day
T17675,Tech_T17675,1,Mixed
T17676,Tech_T17676,1,Evening
T17677,Tech_T17677,6,Mixed
T17678,Tech_T17678,7,Mixed
T17679,Tech_T17679,5,Day
T17680,Tech_T17680,2,Evening
T17681,Tech_T17681,10,Mixed
T17682,Tech_T17682,2,Day
T17683,Tech_T17683,9,Day
T17684,Tech_T17684,8,Mixed
T17685,Tech_T17685,2,Day
T17686,Tech_T17686,3,Mixed
T17687,Tech_T17687,5,Mixed
T17688,Tech_T17688,4,Mixed
T17689,Tech_T17689,1,Evening
T17690,Tech_T17690,8,Mixed
T17691,Tech_T17691,4,Evening
T17692,Tech_T17692,9,Evening
T17693,Tech_T17693,7,Day
T17694,Tech_T17694,7,Evening
T17695,Tech_T17695,7,Mixed
T17696,Tech_T17696,6,Evening
T17697,Tech_T17697,1,Evening
T17698,Tech_T17698,9,Day
T17699,Tech_T17699,1,Mixed
T17700,Tech_T17700,10,Mixed
T17701,Tech_T17701,2,Day
T17702,Tech_T17702,6,Evening
T17703,Tech_T17703,1,Evening
T17704,Tech_T17704,3,Mixed
T17705,Tech_T17705,8,Evening
T17706,Tech_T17706,4,Mixed
T17707,Tech_T17707,1,Evening
T17708,Tech_T17708,3,Day
T17709,Tech_T17709,8,Evening
T17710,Tech_T17710,9,Day
T17711,Tech_T17711,5,Evening
T17712,Tech_T17712,1,Day
T17713,Tech_T17713,4,Evening
T17714,Tech_T17714,8,Evening
T17715,Tech_T17715,3,Mixed
T17716,Tech_T17716,7,Evening
T17717,Tech_T17717,9,Evening
T17718,Tech_T17718,6,Day
T17719,Tech_T17719,2,Mixed
T17720,Tech_T17720,5,Mixed
T17721,Tech_T17721,6,Mixed
T17722,Tech_T17722,6,Day
T17723,Tech_T17723,4,Day
T17724,Tech_T17724,5,Mixed
T17725,Tech_T17725,7,Mixed
T17726,Tech_T17726,4,Day
T17727,Tech_T17727,5,Mixed
T17728,Tech_T17728,4,Mixed
T17729,Tech_T17729,6,Evening
T17730,Tech_T17730,5,Mixed
T17731,Tech_T17731,1,Mixed
T17732,Tech_T17732,7,Evening
T17733,Tech_T17733,5,Day
T17734,Tech_T17734,8,Evening
T17735,Tech_T17735,5,Evening
T17736,Tech_T17736,8,Evening
T17737,Tech_T17737,6,Evening
T17738,Tech_T17738,2,Day
T17739,Tech_T17739,9,Mixed
T17740,Tech_T17740,9,Evening
T17741,Tech_T17741,8,Evening
T17742,Tech_T17742,1,Evening
T17743,Tech_T17743,2,Evening
T17744,Tech_T17744,9,Mixed
T17745,Tech_T17745,10,Day
T17746,Tech_T17746,7,Day
T17747,Tech_T17747,2,Day
T17748,Tech_T17748,5,Mixed
T17749,Tech_T17749,9,Mixed
T17750,Tech_T17750,8,Evening
T17751,Tech_T17751,10,Evening
T17752,Tech_T17752,5,Evening
T17753,Tech_T17753,1,Mixed
T17754,Tech_T17754,10,Day
T17755,Tech_T17755,8,Day
T17756,Tech_T17756,5,Mixed
T17757,Tech_T17757,6,Mixed
T17758,Tech_T17758,4,Evening
T17759,Tech_T17759,5,Day
T17760,Tech_T17760,5,Mixed
T17761,Tech_T17761,8,Evening
T17762,Tech_T17762,10,Evening
T17763,Tech_T17763,9,Evening
T17764,Tech_T17764,7,Evening
T17765,Tech_T17765,3,Mixed
T17766,Tech_T17766,9,Mixed
T17767,Tech_T17767,1,Mixed
T17768,Tech_T17768,6,Day
T17769,Tech_T17769,2,Day
T17770,Tech_T17770,4,Evening
T17771,Tech_T17771,5,Mixed
T17772,Tech_T17772,2,Evening
T17773,Tech_T17773,1,Evening
T17774,Tech_T17774,10,Evening
T17775,Tech_T17775,7,Mixed
T17776,Tech_T17776,3,Evening
T17777,Tech_T17777,9,Mixed
T17778,Tech_T17778,2,Mixed
T17779,Tech_T17779,10,Evening
T17780,Tech_T17780,1,Day
T17781,Tech_T17781,5,Day
T17782,Tech_T17782,9,Day
T17783,Tech_T17783,2,Mixed
T17784,Tech_T17784,5,Mixed
T17785,Tech_T17785,2,Evening
T17786,Tech_T17786,10,Mixed
T17787,Tech_T17787,7,Mixed
T17788,Tech_T17788,6,Day
T17789,Tech_T17789,9,Day
T17790,Tech_T17790,2,Evening
T17791,Tech_T17791,8,Evening
T17792,Tech_T17792,4,Mixed
T17793,Tech_T17793,8,Evening
T17794,Tech_T17794,5,Day
T17795,Tech_T17795,7,Evening
T17796,Tech_T17796,6,Day
T17797,Tech_T17797,2,Mixed
T17798,Tech_T17798,8,Day
T17799,Tech_T17799,9,Day
T17800,Tech_T17800,3,Evening
T17801,Tech_T17801,5,Evening
T17802,Tech_T17802,3,Day
T17803,Tech_T17803,1,Evening
T17804,Tech_T17804,6,Mixed
T17805,Tech_T17805,5,Mixed
T17806,Tech_T17806,3,Day
T17807,Tech_T17807,10,Day
T17808,Tech_T17808,5,Mixed
T17809,Tech_T17809,1,Mixed
T17810,Tech_T17810,3,Mixed
T17811,Tech_T17811,2,Mixed
T17812,Tech_T17812,4,Mixed
T17813,Tech_T17813,9,Mixed
T17814,Tech_T17814,8,Evening
T17815,Tech_T17815,3,Mixed
T17816,Tech_T17816,2,Evening
T17817,Tech_T17817,2,Day
T17818,Tech_T17818,9,Day
T17819,Tech_T17819,4,Day
T17820,Tech_T17820,7,Mixed
T17821,Tech_T17821,2,Evening
T17822,Tech_T17822,10,Evening
T17823,Tech_T17823,7,Day
T17824,Tech_T17824,3,Mixed
T17825,Tech_T17825,9,Day
T17826,Tech_T17826,7,Mixed
T17827,Tech_T17827,3,Evening
T17828,Tech_T17828,6,Day
T17829,Tech_T17829,9,Evening
T17830,Tech_T17830,2,Mixed
T17831,Tech_T17831,1,Evening
T17832,Tech_T17832,8,Mixed
T17833,Tech_T17833,2,Evening
T17834,Tech_T17834,2,Day
T17835,Tech_T17835,10,Day
T17836,Tech_T17836,6,Day
T17837,Tech_T17837,8,Mixed
T17838,Tech_T17838,2,Evening
T17839,Tech_T17839,7,Mixed
T17840,Tech_T17840,6,Mixed
T17841,Tech_T17841,10,Evening
T17842,Tech_T17842,4,Mixed
T17843,Tech_T17843,1,Mixed
T17844,Tech_T17844,6,Mixed
T17845,Tech_T17845,6,Evening
T17846,Tech_T17846,1,Evening
T17847,Tech_T17847,8,Day
T17848,Tech_T17848,3,Mixed
T17849,Tech_T17849,5,Day
T17850,Tech_T17850,2,Day
T17851,Tech_T17851,4,Evening
T17852,Tech_T17852,1,Evening
T17853,Tech_T17853,5,Mixed
T17854,Tech_T17854,5,Mixed
T17855,Tech_T17855,4,Mixed
T17856,Tech_T17856,10,Day
T17857,Tech_T17857,9,Mixed
T17858,Tech_T17858,2,Mixed
T17859,Tech_T17859,1,Mixed
T17860,Tech_T17860,4,Day
T17861,Tech_T17861,4,Evening
T17862,Tech_T17862,7,Day
T17863,Tech_T17863,10,Mixed
T17864,Tech_T17864,9,Day
T17865,Tech_T17865,3,Mixed
T17866,Tech_T17866,6,Mixed
T17867,Tech_T17867,3,Day
T17868,Tech_T17868,8,Mixed
T17869,Tech_T17869,9,Evening
T17870,Tech_T17870,10,Day
T17871,Tech_T17871,1,Evening
T17872,Tech_T17872,2,Mixed
T17873,Tech_T17873,4,Mixed
T17874,Tech_T17874,5,Evening
T17875,Tech_T17875,1,Day
T17876,Tech_T17876,8,Mixed
T17877,Tech_T17877,2,Evening
T17878,Tech_T17878,9,Mixed
T17879,Tech_T17879,5,Evening
T17880,Tech_T17880,9,Evening
T17881,Tech_T17881,8,Mixed
T17882,Tech_T17882,10,Mixed
T17883,Tech_T17883,1,Mixed
T17884,Tech_T17884,6,Mixed
T17885,Tech_T17885,9,Mixed
T17886,Tech_T17886,6,Evening
T17887,Tech_T17887,3,Evening
T17888,Tech_T17888,8,Evening
T17889,Tech_T17889,6,Day
T17890,Tech_T17890,1,Day
T17891,Tech_T17891,9,Evening
T17892,Tech_T17892,2,Mixed
T17893,Tech_T17893,9,Evening
T17894,Tech_T17894,1,Evening
T17895,Tech_T17895,4,Mixed
T17896,Tech_T17896,3,Mixed
T17897,Tech_T17897,1,Mixed
T17898,Tech_T17898,4,Evening
T17899,Tech_T17899,8,Evening
T17900,Tech_T17900,7,Day
T17901,Tech_T17901,3,Mixed
T17902,Tech_T17902,10,Evening
T17903,Tech_T17903,7,Day
T17904,Tech_T17904,1,Mixed
T17905,Tech_T17905,5,Day
T17906,Tech_T17906,2,Evening
T17907,Tech_T17907,5,Evening
T17908,Tech_T17908,2,Evening
T17909,Tech_T17909,3,Evening
T17910,Tech_T17910,4,Evening
T17911,Tech_T17911,5,Day
T17912,Tech_T17912,6,Day
T17913,Tech_T17913,7,Day
T17914,Tech_T17914,8,Evening
T17915,Tech_T17915,6,Day
T17916,Tech_T17916,3,Evening
T17917,Tech_T17917,7,Day
T17918,Tech_T17918,5,Mixed
T17919,Tech_T17919,3,Evening
T17920,Tech_T17920,6,Day
T17921,Tech_T17921,6,Evening
T17922,Tech_T17922,5,Mixed
T17923,Tech_T17923,6,Evening
T17924,Tech_T17924,10,Evening
T17925,Tech_T17925,6,Mixed
T17926,Tech_T17926,6,Mixed
T17927,Tech_T17927,7,Mixed
T17928,Tech_T17928,8,Mixed
T17929,Tech_T17929,2,Evening
T17930,Tech_T17930,9,Day
T17931,Tech_T17931,9,Evening
T17932,Tech_T17932,8,Mixed
