drug_id,drug_name,drug_class,form,strength,stock_on_hand,reorder_level,lead_time_days,unit_cost,expiry_date
D17084,STAT_D17084,Antidepressant,Injection,50mg,47,88,3,18.97,2026-12-08
D17085,STAT_D17085,Analgesic,Tablet,100mg,326,41,6,16.64,2025-06-27
D17086,STAT_D17086,Antidepressant,Injection,100mg,304,37,3,11.21,2024-11-19
D17087,STAT_D17087,Antibiotic,Syrup,20mg,68,79,13,78.32,2025-01-04
D17088,STAT_D17088,Analgesic,Tablet,20mg,183,21,5,186.89,2024-03-05
D17089,STAT_D17089,Antihypertensive,Capsule,5mg,208,51,15,139.26,2026-06-29
D17090,STAT_D17090,Antidepressant,Syrup,20mg,346,80,12,23.55,2024-12-24
D17091,STAT_D17091,Antihypertensive,Tablet,100mg,281,39,24,83.22,2026-03-18
D17092,STAT_D17092,Analgesic,Injection,50mg,43,60,18,62.9,2025-05-08
D17093,STAT_D17093,Antibiotic,Injection,50mg,464,56,14,115.45,2025-09-17
D17094,STAT_D17094,Antibiotic,Capsule,5mg,77,94,10,103.08,2025-01-20
D17095,STAT_D17095,Antibiotic,Capsule,100mg,238,35,18,126.89,2024-02-13
D17096,STAT_D17096,Antibiotic,Tablet,10mg,436,69,4,121.57,2025-10-24
D17097,STAT_D17097,Analgesic,Syrup,10mg,477,31,1,45.63,2025-07-15
D17098,STAT_D17098,Antidiabetic,Injection,10mg,406,94,23,66.06,2025-06-03
D17099,STAT_D17099,Antidepressant,Tablet,10mg,453,37,5,96.16,2026-06-04
D17100,STAT_D17100,Antidepressant,Capsule,20mg,117,51,13,70.2,2025-12-21
D17101,STAT_D17101,Antibiotic,Tablet,50mg,17,69,4,111.48,2024-01-16
D17102,STAT_D17102,Antibiotic,Injection,20mg,241,33,16,56.92,2024-09-23
D17103,STAT_D17103,Antibiotic,Injection,20mg,226,29,1,39.84,2026-12-23
D17104,STAT_D17104,Antibiotic,Injection,10mg,219,39,17,32,2024-04-19
D17105,STAT_D17105,Analgesic,Capsule,5mg,497,47,4,10.09,2025-01-31
D17106,STAT_D17106,Antidiabetic,Injection,5mg,161,98,8,141.24,2025-10-01
D17107,STAT_D17107,Analgesic,Capsule,50mg,232,31,18,114.26,2026-01-11
D17108,STAT_D17108,Antidepressant,Injection,20mg,196,30,11,97.73,2026-09-02
D17109,STAT_D17109,Antidiabetic,Syrup,50mg,400,84,18,115.14,2024-09-18
D17110,STAT_D17110,Antidepressant,Capsule,10mg,294,25,2,198.3,2024-03-07
D17111,STAT_D17111,Analgesic,Injection,50mg,290,87,16,140.73,2025-09-16
D17112,STAT_D17112,Antibiotic,Tablet,20mg,435,80,30,149.63,2026-11-24
D17113,STAT_D17113,Analgesic,Syrup,5mg,143,50,15,143.58,2025-02-07
D17114,STAT_D17114,Antidepressant,Syrup,10mg,189,70,13,61.18,2026-04-04
D17115,STAT_D17115,Antibiotic,Syrup,20mg,297,33,23,95.48,2026-05-14
D17116,STAT_D17116,Antidepressant,Capsule,10mg,372,73,26,162.58,2026-10-29
D17117,STAT_D17117,Antidepressant,Tablet,20mg,47,31,24,81.07,2024-11-29
D17118,STAT_D17118,Analgesic,Capsule,10mg,46,23,11,91.78,2026-09-09
D17119,STAT_D17119,Analgesic,Injection,5mg,393,91,24,105.64,2026-07-04
D17120,STAT_D17120,Antidepressant,Syrup,20mg,44,71,4,161.59,2025-04-02
D17121,STAT_D17121,Analgesic,Injection,50mg,36,66,29,11.71,2024-04-17
D17122,STAT_D17122,Antibiotic,Injection,20mg,223,76,7,46.97,2024-09-04
D17123,STAT_D17123,Antibiotic,Tablet,5mg,141,89,17,94.51,2024-05-05
D17124,STAT_D17124,Antibiotic,Syrup,100mg,366,50,5,121.38,2024-12-15
D17125,STAT_D17125,Antibiotic,Injection,5mg,373,28,30,21.81,2026-02-19
D17126,STAT_D17126,Antihypertensive,Capsule,20mg,427,38,6,88.41,2025-07-10
D17127,STAT_D17127,Antihypertensive,Syrup,10mg,336,28,24,187.98,2026-08-21
D17128,STAT_D17128,Analgesic,Syrup,10mg,416,39,13,109.52,2026-07-16
D17129,STAT_D17129,Antibiotic,Injection,5mg,330,89,4,185.7,2026-11-25
D17130,STAT_D17130,Antidiabetic,Syrup,50mg,1,97,13,118.51,2026-04-19
D17131,STAT_D17131,Antidepressant,Syrup,100mg,321,73,7,183.36,2026-10-10
D17132,STAT_D17132,Antidepressant,Capsule,100mg,77,80,8,84.98,2025-10-24
D17133,STAT_D17133,Antihypertensive,Tablet,5mg,364,58,20,132.56,2024-03-22
D17134,STAT_D17134,Antibiotic,Injection,10mg,434,49,17,136.35,2024-07-05
D17135,STAT_D17135,Analgesic,Injection,5mg,468,70,6,130.53,2025-08-01
D17136,STAT_D17136,Antihypertensive,Tablet,5mg,286,62,15,57.3,2026-04-16
D17137,STAT_D17137,Antibiotic,Syrup,10mg,473,82,5,104.12,2026-09-07
D17138,STAT_D17138,Antibiotic,Syrup,100mg,211,32,17,166.74,2026-01-11
D17139,STAT_D17139,Antidiabetic,Injection,20mg,460,20,5,20.14,2024-08-23
D17140,STAT_D17140,Antidepressant,Tablet,100mg,59,58,20,67.46,2024-08-04
D17141,STAT_D17141,Antidiabetic,Tablet,5mg,214,81,8,161.04,2024-04-03
D17142,STAT_D17142,Antidepressant,Syrup,100mg,346,84,18,114.82,2025-05-12
D17143,STAT_D17143,Analgesic,Syrup,10mg,370,23,19,58.64,2024-11-18
D17144,STAT_D17144,Antibiotic,Capsule,50mg,240,69,2,81.68,2024-09-08
D17145,STAT_D17145,Antidepressant,Tablet,10mg,404,51,1,167.81,2026-05-26
D17146,STAT_D17146,Antidiabetic,Syrup,5mg,153,94,17,35.18,2025-01-20
D17147,STAT_D17147,Analgesic,Capsule,10mg,474,75,12,22.13,2025-03-27
D17148,STAT_D17148,Antidiabetic,Tablet,10mg,136,23,19,14.13,2024-10-11
D17149,STAT_D17149,Analgesic,Capsule,10mg,215,31,21,138.31,2026-07-18
D17150,STAT_D17150,Antidepressant,Tablet,20mg,22,36,14,114.45,2026-04-21
D17151,STAT_D17151,Antidepressant,Tablet,10mg,324,54,24,194.23,2024-06-26
D17152,STAT_D17152,Antibiotic,Syrup,50mg,229,56,18,166.49,2024-09-01
D17153,STAT_D17153,Antidiabetic,Syrup,50mg,13,70,5,113.72,2024-11-26
D17154,STAT_D17154,Antihypertensive,Capsule,50mg,133,80,4,112.01,2024-12-24
D17155,STAT_D17155,Antihypertensive,Syrup,20mg,335,75,29,195.05,2025-03-02
D17156,STAT_D17156,Antibiotic,Syrup,50mg,265,61,27,81.81,2026-03-06
D17157,STAT_D17157,Analgesic,Capsule,50mg,33,45,8,46.51,2024-02-08
D17158,STAT_D17158,Analgesic,Syrup,50mg,393,48,11,199.2,2025-02-10
D17159,STAT_D17159,Antibiotic,Tablet,5mg,225,50,15,58.03,2026-04-22
D17160,STAT_D17160,Analgesic,Injection,100mg,440,54,8,135.8,2025-08-30
D17161,STAT_D17161,Antidiabetic,Capsule,100mg,219,31,20,49.98,2026-05-17
D17162,STAT_D17162,Antidepressant,Capsule,100mg,84,29,2,37.69,2024-10-28
D17163,STAT_D17163,Analgesic,Capsule,50mg,67,32,1,138.06,2024-06-30
D17164,STAT_D17164,Antidiabetic,Tablet,50mg,71,80,5,124.24,2025-09-06
D17165,STAT_D17165,Antidiabetic,Injection,50mg,119,66,1,63.38,2024-03-25
D17166,STAT_D17166,Analgesic,Injection,50mg,153,36,13,7.43,2024-11-08
D17167,STAT_D17167,Antihypertensive,Syrup,50mg,86,73,25,154.86,2026-08-25
D17168,STAT_D17168,Antibiotic,Capsule,5mg,355,58,2,43.84,2024-04-18
D17169,STAT_D17169,Analgesic,Syrup,5mg,341,46,15,70.69,2025-07-29
D17170,STAT_D17170,Antidepressant,Capsule,20mg,416,78,6,94.69,2026-04-22
D17171,STAT_D17171,Antidiabetic,Injection,50mg,36,31,26,195.32,2024-12-09
D17172,STAT_D17172,Antidiabetic,Capsule,10mg,432,59,5,29.96,2025-02-18
D17173,STAT_D17173,Antihypertensive,Syrup,50mg,32,69,18,155,2025-04-30
D17174,STAT_D17174,Antibiotic,Syrup,20mg,88,35,13,177.56,2024-12-12
D17175,STAT_D17175,Analgesic,Capsule,100mg,45,54,29,96.74,2026-02-19
D17176,STAT_D17176,Analgesic,Injection,10mg,320,46,26,178.47,2024-02-12
D17177,STAT_D17177,Antidepressant,Injection,50mg,139,95,10,164.9,2025-12-08
D17178,STAT_D17178,Antihypertensive,Syrup,20mg,46,38,26,86.73,2025-02-03
D17179,STAT_D17179,Antidiabetic,Syrup,50mg,6,77,9,66.92,2026-07-03
D17180,STAT_D17180,Antibiotic,Tablet,50mg,101,80,19,152.91,2025-12-06
D17181,STAT_D17181,Antihypertensive,Injection,50mg,325,65,10,58.6,2025-12-15
D17182,STAT_D17182,Antidepressant,Injection,50mg,499,91,5,25.16,2025-02-01
D17183,STAT_D17183,Antibiotic,Syrup,20mg,417,28,10,111.73,2026-10-30
D17184,STAT_D17184,Antibiotic,Tablet,100mg,493,61,16,77.82,2025-09-18
D17185,STAT_D17185,Antihypertensive,Syrup,50mg,133,73,30,197.51,2025-05-19
D17186,STAT_D17186,Antibiotic,Injection,100mg,114,70,3,15.76,2026-01-01
D17187,STAT_D17187,Antihypertensive,Syrup,50mg,189,35,2,74,2025-05-17
D17188,STAT_D17188,Antidepressant,Syrup,20mg,468,86,7,68.32,2024-04-22
D17189,STAT_D17189,Antidiabetic,Tablet,50mg,126,82,27,88.32,2026-02-11
D17190,STAT_D17190,Antidiabetic,Syrup,5mg,177,63,17,100.84,2026-04-21
D17191,STAT_D17191,Antidepressant,Capsule,50mg,485,29,1,11.04,2024-03-02
D17192,STAT_D17192,Antihypertensive,Tablet,20mg,277,75,20,43.96,2026-06-06
D17193,STAT_D17193,Analgesic,Syrup,50mg,343,32,4,196.64,2025-01-13
D17194,STAT_D17194,Antibiotic,Injection,5mg,390,49,25,117.35,2024-06-20
D17195,STAT_D17195,Antihypertensive,Injection,10mg,46,86,2,136.52,2026-02-01
D17196,STAT_D17196,Analgesic,Injection,20mg,135,95,2,65.53,2025-10-05
D17197,STAT_D17197,Antidiabetic,Injection,20mg,273,99,16,118.85,2025-01-14
D17198,STAT_D17198,Analgesic,Injection,100mg,248,22,10,179.28,2025-08-20
D17199,STAT_D17199,Antibiotic,Syrup,20mg,131,64,30,166.29,2025-04-23
D17200,STAT_D17200,Antihypertensive,Capsule,10mg,374,94,20,165.84,2025-03-05
D17201,STAT_D17201,Antidiabetic,Capsule,100mg,93,71,16,162.7,2026-01-08
D17202,STAT_D17202,Antibiotic,Tablet,50mg,313,98,6,65.48,2024-04-10
D17203,STAT_D17203,Antidiabetic,Injection,5mg,333,33,15,97.51,2026-09-12
D17204,STAT_D17204,Antidepressant,Syrup,20mg,128,59,11,10.88,2026-11-04
D17205,STAT_D17205,Analgesic,Injection,10mg,332,76,23,190.03,2024-08-27
D17206,STAT_D17206,Antihypertensive,Tablet,100mg,56,53,9,168.41,2026-06-27
D17207,STAT_D17207,Antidepressant,Tablet,10mg,132,73,27,148.97,2026-02-19
D17208,STAT_D17208,Analgesic,Injection,100mg,110,69,2,70.44,2025-06-04
D17209,STAT_D17209,Antihypertensive,Tablet,100mg,384,57,8,23.29,2024-09-08
D17210,STAT_D17210,Antidepressant,Injection,10mg,81,58,14,182.98,2025-02-23
D17211,STAT_D17211,Antidepressant,Capsule,10mg,59,31,30,69.79,2025-01-01
D17212,STAT_D17212,Antidiabetic,Tablet,50mg,351,65,11,68.77,2025-06-03
D17213,STAT_D17213,Antidiabetic,Tablet,50mg,248,52,17,21.5,2025-07-22
D17214,STAT_D17214,Analgesic,Capsule,20mg,302,23,7,43.53,2024-02-02
D17215,STAT_D17215,Analgesic,Syrup,5mg,156,27,22,92.54,2026-09-16
D17216,STAT_D17216,Antidiabetic,Capsule,5mg,146,80,4,188.01,2024-03-13
D17217,STAT_D17217,Antidepressant,Tablet,5mg,120,92,28,167.28,2026-10-15
D17218,STAT_D17218,Antihypertensive,Injection,20mg,286,31,27,120.32,2025-01-18
D17219,STAT_D17219,Antihypertensive,Injection,20mg,406,85,17,167.32,2025-08-19
D17220,STAT_D17220,Analgesic,Injection,50mg,333,51,6,160.27,2025-05-19
D17221,STAT_D17221,Antihypertensive,Injection,5mg,142,43,15,178.16,2026-05-08
D17222,STAT_D17222,Antidepressant,Tablet,100mg,195,23,23,95.76,2025-05-09
D17223,STAT_D17223,Antidiabetic,Tablet,10mg,260,28,17,54.36,2026-05-22
D17224,STAT_D17224,Antihypertensive,Injection,100mg,163,82,18,11.19,2026-06-30
D17225,STAT_D17225,Antibiotic,Syrup,5mg,162,48,16,161.9,2026-04-10
D17226,STAT_D17226,Antidepressant,Tablet,5mg,216,32,23,87.61,2024-03-19
D17227,STAT_D17227,Antibiotic,Syrup,100mg,304,53,2,115.69,2024-11-06
D17228,STAT_D17228,Analgesic,Capsule,10mg,352,48,12,91.79,2025-01-11
D17229,STAT_D17229,Analgesic,Injection,50mg,116,52,14,98.48,2025-09-17
D17230,STAT_D17230,Antidepressant,Capsule,20mg,297,27,22,153.02,2024-08-06
D17231,STAT_D17231,Antidiabetic,Capsule,20mg,109,83,12,39.78,2026-11-22
D17232,STAT_D17232,Analgesic,Syrup,50mg,15,68,11,20.09,2025-12-22
D17233,STAT_D17233,Analgesic,Syrup,50mg,405,90,9,28.58,2024-08-21
D17234,STAT_D17234,Antidepressant,Capsule,5mg,160,76,6,40.66,2024-06-19
D17235,STAT_D17235,Antidiabetic,Injection,50mg,251,25,9,102.64,2025-02-02
D17236,STAT_D17236,Antihypertensive,Syrup,5mg,41,28,15,156.55,2026-04-14
D17237,STAT_D17237,Analgesic,Syrup,5mg,259,41,19,102.96,2024-11-20
D17238,STAT_D17238,Antidiabetic,Capsule,50mg,152,76,22,116.57,2024-04-15
D17239,STAT_D17239,Antidiabetic,Syrup,50mg,313,59,1,67.14,2024-01-27
D17240,STAT_D17240,Analgesic,Injection,5mg,53,28,5,191.97,2026-09-11
D17241,STAT_D17241,Antidiabetic,Capsule,100mg,28,94,18,103.27,2026-10-24
D17242,STAT_D17242,Antihypertensive,Tablet,20mg,395,26,21,81.03,2025-12-17
D17243,STAT_D17243,Antihypertensive,Injection,5mg,376,34,22,45.48,2024-06-28
D17244,STAT_D17244,Antibiotic,Tablet,50mg,412,79,27,54.52,2026-03-30
D17245,STAT_D17245,Antidiabetic,Capsule,10mg,384,30,20,166.93,2024-09-25
D17246,STAT_D17246,Antihypertensive,Injection,5mg,118,90,12,120.47,2025-07-03
D17247,STAT_D17247,Antidiabetic,Syrup,50mg,471,46,19,15.57,2024-12-22
D17248,STAT_D17248,Antihypertensive,Injection,100mg,206,62,9,108.83,2025-12-01
D17249,STAT_D17249,Analgesic,Injection,5mg,488,60,24,9.2,2024-05-13
D17250,STAT_D17250,Antihypertensive,Capsule,50mg,275,29,28,72.78,2026-03-29
D17251,STAT_D17251,Antidiabetic,Capsule,20mg,288,92,3,24.66,2024-04-13
D17252,STAT_D17252,Analgesic,Tablet,20mg,494,74,1,168.53,2024-01-27
D17253,STAT_D17253,Antidiabetic,Syrup,5mg,221,25,26,121.28,2024-10-13
D17254,STAT_D17254,Antibiotic,Syrup,20mg,364,69,9,15.65,2025-08-13
D17255,STAT_D17255,Antidepressant,Injection,100mg,23,69,7,188.19,2025-03-28
D17256,STAT_D17256,Antibiotic,Injection,100mg,302,100,25,32.3,2025-11-30
D17257,STAT_D17257,Antihypertensive,Injection,100mg,33,54,19,54.11,2026-11-13
D17258,STAT_D17258,Antihypertensive,Tablet,100mg,404,71,22,103.66,2024-11-20
D17259,STAT_D17259,Antidiabetic,Capsule,50mg,423,79,27,57.16,2024-10-11
D17260,STAT_D17260,Antidepressant,Capsule,20mg,78,33,3,151.28,2025-08-09
D17261,STAT_D17261,Antibiotic,Capsule,100mg,68,96,30,161.81,2025-01-15
D17262,STAT_D17262,Antidepressant,Tablet,20mg,387,81,6,64.42,2024-07-25
D17263,STAT_D17263,Antidiabetic,Tablet,10mg,338,58,14,133.12,2024-05-13
D17264,STAT_D17264,Analgesic,Tablet,50mg,232,31,27,33.04,2024-04-14
D17265,STAT_D17265,Antidepressant,Injection,10mg,129,93,26,176.99,2025-02-10
D17266,STAT_D17266,Analgesic,Tablet,50mg,107,37,29,18.74,2025-01-11
D17267,STAT_D17267,Antihypertensive,Capsule,10mg,305,39,30,158.99,2024-02-14
D17268,STAT_D17268,Antihypertensive,Tablet,50mg,312,39,23,10.16,2025-07-08
D17269,STAT_D17269,Antidiabetic,Capsule,10mg,293,32,17,40.79,2025-09-07
D17270,STAT_D17270,Antihypertensive,Tablet,50mg,137,56,29,161.51,2025-03-23
D17271,STAT_D17271,Antidepressant,Syrup,10mg,349,83,7,124.17,2025-03-08
D17272,STAT_D17272,Antidepressant,Injection,50mg,463,30,15,7.5,2024-02-03
D17273,STAT_D17273,Antihypertensive,Syrup,5mg,382,77,2,102.18,2024-02-12
D17274,STAT_D17274,Antibiotic,Tablet,5mg,439,82,21,167.64,2025-01-25
D17275,STAT_D17275,Antidiabetic,Syrup,50mg,133,94,18,60.36,2026-02-07
D17276,STAT_D17276,Antidepressant,Tablet,100mg,386,61,9,119.89,2025-01-03
D17277,STAT_D17277,Antidepressant,Syrup,5mg,225,36,18,106.3,2025-12-21
D17278,STAT_D17278,Antidiabetic,Injection,50mg,289,66,2,133.69,2024-01-25
D17279,STAT_D17279,Antidepressant,Injection,10mg,492,39,23,184.04,2026-06-02
D17280,STAT_D17280,Analgesic,Syrup,100mg,194,84,13,140.36,2025-09-11
D17281,STAT_D17281,Antibiotic,Syrup,20mg,373,51,24,132.63,2026-06-29
D17282,STAT_D17282,Antidiabetic,Capsule,50mg,141,33,27,41.6,2026-02-18
D17283,STAT_D17283,Antihypertensive,Tablet,20mg,412,88,15,107.31,2024-10-27
D17284,STAT_D17284,Antidiabetic,Syrup,100mg,435,76,15,83.24,2026-03-31
D17285,STAT_D17285,Antidiabetic,Capsule,5mg,157,30,23,159.37,2025-07-01
D17286,STAT_D17286,Antidepressant,Injection,5mg,380,20,12,43.94,2026-11-27
D17287,STAT_D17287,Antihypertensive,Capsule,10mg,407,55,2,184.18,2024-06-08
D17288,STAT_D17288,Antihypertensive,Syrup,5mg,170,56,15,52.31,2024-05-27
D17289,STAT_D17289,Antihypertensive,Capsule,100mg,98,83,9,173.64,2024-06-14
D17290,STAT_D17290,Antidepressant,Injection,10mg,441,40,20,25.82,2024-04-16
D17291,STAT_D17291,Antidepressant,Tablet,10mg,222,56,8,165.06,2026-06-07
D17292,STAT_D17292,Antihypertensive,Capsule,100mg,413,88,24,15.02,2026-05-22
D17293,STAT_D17293,Antibiotic,Tablet,100mg,482,50,16,57.23,2025-10-21
D17294,STAT_D17294,Antibiotic,Syrup,10mg,123,78,19,31.64,2026-05-29
D17295,STAT_D17295,Analgesic,Injection,100mg,89,90,11,87.85,2025-01-10
D17296,STAT_D17296,Antidepressant,Tablet,50mg,475,68,5,79.59,2026-10-05
D17297,STAT_D17297,Antidepressant,Syrup,100mg,350,22,4,122.01,2024-08-28
D17298,STAT_D17298,Antibiotic,Syrup,50mg,297,75,2,145.79,2024-05-13
D17299,STAT_D17299,Antihypertensive,Tablet,50mg,351,49,17,72.14,2025-10-02
D17300,STAT_D17300,Antibiotic,Capsule,20mg,246,89,19,149.26,2024-09-02
D17301,STAT_D17301,Antihypertensive,Syrup,5mg,54,30,26,43.7,2026-09-10
D17302,STAT_D17302,Antidepressant,Tablet,10mg,431,94,18,141.15,2025-05-12
D17303,STAT_D17303,Antibiotic,Capsule,100mg,336,35,17,96.52,2024-03-15
D17304,STAT_D17304,Analgesic,Injection,10mg,182,28,25,138.73,2025-02-24
D17305,STAT_D17305,Antibiotic,Injection,10mg,448,84,3,77.88,2026-10-28
D17306,STAT_D17306,Antidiabetic,Injection,100mg,389,63,7,170.4,2026-10-09
D17307,STAT_D17307,Analgesic,Tablet,100mg,256,56,19,177.01,2024-08-27
D17308,STAT_D17308,Analgesic,Tablet,100mg,67,91,30,93.92,2024-11-27
D17309,STAT_D17309,Antidepressant,Tablet,100mg,429,46,11,191.43,2026-12-18
D17310,STAT_D17310,Analgesic,Capsule,20mg,233,90,11,138.34,2026-05-09
D17311,STAT_D17311,Antibiotic,Injection,10mg,334,81,22,129.98,2026-05-15
D17312,STAT_D17312,Analgesic,Syrup,5mg,74,62,2,77.83,2026-01-21
D17313,STAT_D17313,Antihypertensive,Tablet,5mg,422,82,24,130.28,2026-05-05
D17314,STAT_D17314,Analgesic,Syrup,50mg,71,74,3,36.2,2024-10-22
D17315,STAT_D17315,Antidiabetic,Tablet,100mg,309,50,30,163.06,2026-09-21
D17316,STAT_D17316,Antihypertensive,Injection,50mg,162,86,13,143.82,2026-01-26
D17317,STAT_D17317,Antibiotic,Capsule,5mg,233,22,5,15.96,2025-05-08
D17318,STAT_D17318,Antibiotic,Injection,5mg,89,36,7,186.72,2025-07-28
D17319,STAT_D17319,Antidepressant,Syrup,50mg,395,59,2,122.43,2025-08-14
D17320,STAT_D17320,Antibiotic,Capsule,20mg,384,27,8,57.11,2025-04-22
D17321,STAT_D17321,Antidepressant,Injection,100mg,352,55,7,92.46,2025-12-04
D17322,STAT_D17322,Antihypertensive,Tablet,20mg,491,85,10,170.04,2024-11-03
D17323,STAT_D17323,Antihypertensive,Capsule,10mg,218,43,23,29.28,2024-11-29
D17324,STAT_D17324,Antidepressant,Tablet,5mg,167,96,5,111.49,2024-08-02
D17325,STAT_D17325,Antibiotic,Injection,100mg,144,50,15,74.05,2026-03-14
D17326,STAT_D17326,Antihypertensive,Syrup,10mg,201,31,10,175.88,2026-12-08
D17327,STAT_D17327,Antidiabetic,Injection,50mg,442,25,2,134.49,2024-02-17
D17328,STAT_D17328,Analgesic,Injection,50mg,390,100,5,178.49,2025-01-02
D17329,STAT_D17329,Antibiotic,Tablet,10mg,86,32,12,144.22,2026-05-04
D17330,STAT_D17330,Antidepressant,Tablet,100mg,307,28,18,178.57,2026-07-30
D17331,STAT_D17331,Antidiabetic,Injection,10mg,198,87,13,12.1,2024-02-07
D17332,STAT_D17332,Antibiotic,Capsule,50mg,363,79,5,26.28,2024-06-03
D17333,STAT_D17333,Antidiabetic,Injection,5mg,391,59,8,103.77,2025-12-23
D17334,STAT_D17334,Antidiabetic,Syrup,10mg,459,51,30,99.58,2026-11-24
D17335,STAT_D17335,Antidiabetic,Capsule,100mg,39,99,10,117.67,2026-02-13
D17336,STAT_D17336,Antidepressant,Injection,10mg,369,94,18,9.42,2024-12-03
D17337,STAT_D17337,Antidepressant,Injection,50mg,404,98,25,15.65,2026-11-24
D17338,STAT_D17338,Analgesic,Tablet,10mg,344,45,7,154.41,2024-06-01
D17339,STAT_D17339,Antihypertensive,Syrup,5mg,305,48,1,112.36,2026-06-12
D17340,STAT_D17340,Analgesic,Tablet,10mg,24,53,4,20.93,2024-12-06
D17341,STAT_D17341,Analgesic,Syrup,10mg,321,76,27,63.8,2026-10-02
D17342,STAT_D17342,Analgesic,Injection,50mg,263,79,25,25.2,2024-07-19
D17343,STAT_D17343,Antihypertensive,Tablet,100mg,58,72,24,12.32,2024-09-07
D17344,STAT_D17344,Antibiotic,Tablet,100mg,498,60,5,14.39,2025-06-30
D17345,STAT_D17345,Antihypertensive,Capsule,50mg,345,49,15,117.17,2025-09-12
D17346,STAT_D17346,Antihypertensive,Injection,5mg,454,54,9,40.24,2024-01-27
D17347,STAT_D17347,Antidepressant,Syrup,20mg,476,40,20,30.65,2025-11-29
D17348,STAT_D17348,Antibiotic,Tablet,20mg,15,22,30,147.24,2025-08-22
D17349,STAT_D17349,Analgesic,Capsule,20mg,395,86,15,90.76,2024-02-01
D17350,STAT_D17350,Antidiabetic,Injection,100mg,227,65,5,56.78,2026-11-29
D17351,STAT_D17351,Antibiotic,Capsule,10mg,86,73,26,77.99,2025-05-17
D17352,STAT_D17352,Antidepressant,Tablet,5mg,71,56,17,118.41,2026-05-23
D17353,STAT_D17353,Antidepressant,Capsule,50mg,212,46,8,62.71,2025-12-11
D17354,STAT_D17354,Antidepressant,Tablet,20mg,224,54,30,74.4,2026-01-31
D17355,STAT_D17355,Antidepressant,Syrup,100mg,398,40,6,26.65,2025-07-12
D17356,STAT_D17356,Antibiotic,Injection,10mg,111,93,27,101.07,2026-02-17
D17357,STAT_D17357,Antibiotic,Injection,50mg,261,23,4,22.96,2025-03-12
D17358,STAT_D17358,Antidepressant,Tablet,50mg,190,29,7,69.92,2026-03-26
D17359,STAT_D17359,Antidepressant,Injection,50mg,146,88,11,92.2,2024-11-20
D17360,STAT_D17360,Antihypertensive,Tablet,50mg,289,76,19,184.31,2026-06-14
D17361,STAT_D17361,Antihypertensive,Syrup,10mg,410,45,2,54.29,2024-09-17
D17362,STAT_D17362,Antidiabetic,Tablet,5mg,428,73,9,32.12,2026-12-17
D17363,STAT_D17363,Analgesic,Capsule,50mg,30,84,13,24.69,2024-11-29
D17364,STAT_D17364,Antihypertensive,Injection,50mg,212,47,10,123.6,2024-07-24
D17365,STAT_D17365,Antidepressant,Tablet,100mg,475,78,1,160.43,2026-04-12
D17366,STAT_D17366,Analgesic,Tablet,50mg,381,25,24,25.3,2026-05-04
D17367,STAT_D17367,Antibiotic,Injection,20mg,219,23,4,5.02,2024-03-18
D17368,STAT_D17368,Antidepressant,Injection,100mg,412,89,9,21.4,2025-02-09
D17369,STAT_D17369,Antidepressant,Tablet,50mg,290,59,14,39.86,2026-02-05
D17370,STAT_D17370,Antihypertensive,Capsule,50mg,154,91,20,159.73,2026-02-02
D17371,STAT_D17371,Antidiabetic,Syrup,20mg,254,89,19,14.76,2025-06-04
D17372,STAT_D17372,Antidepressant,Injection,100mg,233,95,5,18.92,2025-10-27
D17373,STAT_D17373,Antibiotic,Capsule,10mg,471,66,24,78.26,2026-09-24
D17374,STAT_D17374,Antibiotic,Capsule,10mg,74,67,16,66.81,2025-04-30
D17375,STAT_D17375,Antidiabetic,Syrup,50mg,303,48,29,157.4,2025-12-10
D17376,STAT_D17376,Antihypertensive,Syrup,100mg,200,95,20,10.45,2025-06-26
D17377,STAT_D17377,Antidepressant,Tablet,50mg,201,84,16,195.8,2026-08-21
D17378,STAT_D17378,Antidepressant,Tablet,5mg,85,38,27,144.92,2025-08-12
D17379,STAT_D17379,Antidepressant,Tablet,50mg,237,69,17,33.13,2026-10-08
D17380,STAT_D17380,Antibiotic,Tablet,20mg,85,51,25,149.93,2025-05-21
D17381,STAT_D17381,Antihypertensive,Syrup,20mg,15,94,28,89.02,2024-12-05
D17382,STAT_D17382,Antidepressant,Tablet,20mg,105,28,2,76.55,2026-08-22
D17383,STAT_D17383,Antidepressant,Capsule,10mg,333,38,1,163.71,2025-04-09
D17384,STAT_D17384,Antidiabetic,Injection,100mg,450,54,8,129.19,2025-03-24
D17385,STAT_D17385,Antidiabetic,Syrup,10mg,109,48,25,42.59,2026-06-02
D17386,STAT_D17386,Analgesic,Tablet,5mg,242,36,18,101.31,2024-10-19
D17387,STAT_D17387,Antibiotic,Capsule,10mg,263,91,7,125.83,2024-08-25
D17388,STAT_D17388,Antibiotic,Capsule,20mg,105,37,21,176.97,2025-10-03
D17389,STAT_D17389,Antibiotic,Syrup,5mg,245,54,13,104.96,2024-01-04
D17390,STAT_D17390,Analgesic,Injection,10mg,442,80,5,40.39,2024-05-27
D17391,STAT_D17391,Antibiotic,Injection,10mg,66,29,24,87.67,2024-06-25
D17392,STAT_D17392,Antidepressant,Syrup,20mg,217,95,16,155.29,2025-07-19
D17393,STAT_D17393,Antihypertensive,Injection,5mg,285,70,25,31.35,2024-12-05
